_id,OBJECTID,OID,Address,City,County,Zip,Year,Recipient,Approved Loan Amount,Recipient Type,Project Type,Project Status,Estimated Savings ($/yr),Annual Electric Savings (kWh),Lighting,HVAC,Solar,Battery Storage,EV Infrastructure,Other,Project Summary,Utility,Type of Utility,DAC,DDLat,DDLon,DDLat_D,DDLon_D,GlobalID,CreationDate,Creator,EditDate,Editor,x,y,x2,y2
48,51,56,"330 W 20th Ave, San Mateo, CA 94403",San Mateo,San Mateo,94403,2015,City of San Mateo,3000000,Local Government,ECAA-Reg,Completed,268789,2112291,Yes,No,No,No,No,No,"replace 5,047 streetlight fixtures with LED technology",Pacific Gas & Electric Company,IOU,No,37.54741300N,122.31514800W,37.547413,-122.315148,c6c08417-6e08-498a-912d-3e0bf0c28a3d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/20/2023 7:05:00 PM,SLocwood_CAEnergy,-122.315148,37.547413,-13616059.9917,4515686.269
49,52,57,"7600 Dublin Blvd #160, Dublin, CA 94568",Dublin,Alameda,94568,2015,County of Alameda,3000000,Local Government,ECAA-Reg,Completed,436920,2859000,No,No,Yes,No,No,No,"Install 1,724 kW of roof-mounted PV panels at Santa Rita jail ",Pacific Gas & Electric Company,IOU,No,37.70354400N,121.92982500W,37.703544,-121.929825,fbeb35bd-3778-4d4f-8851-450e4729a71b,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:39:00 PM,SLocwood_CAEnergy,-121.929825,37.703544,-13573166.0315,4537630.7574
50,53,58,"881 Cypress Ave, San Jose, CA 95117",San Jose,Santa Clara,95117,2014,Campbell Unified School District -  Lynhaven Elementary,65887,School,ECAA-Ed,Completed,5714,31709,Yes,Yes,No,No,No,Yes,"Lighting and controls retrofit, refrigeration system uprade and exit sign upgrades",Los Angeles Department of Water & Power,POU,No,37.31117100N,121.96038600W,37.311171,-121.960386,9963d483-ebf1-496d-8543-1db41d7649be,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:39:00 PM,SLocwood_CAEnergy,-121.960386,37.311171,-13576568.0665,4482569.2219
51,54,59,"3040 Payne Ave, Campbell, CA 95008",Campbell,Santa Clara,95008,2014,Campbell Unified School District -  Castlemont Elementary,81218,School,ECAA-Ed,Completed,7250,40266,Yes,No,No,No,No,Yes,"Lighting and controls retrofit, refrigeration system uprade and exit sign upgrades",Southern California Edison,IOU,No,37.30111200N,121.94753400W,37.301112,-121.947534,4fdeac81-acd2-4c7a-b69c-93817f7f3f33,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:39:00 PM,SLocwood_CAEnergy,-121.947534,37.301112,-13575137.3884,4481161.4387
52,55,60,"1033 5th St, Clovis, CA 93612",Clovis,Fresno,93612,2014,City of Clovis,149706,Local Government,ECAA-Reg,Completed,19373,144943,Yes,No,No,No,No,No,implement streetlight retrofit project- LED Street Lights,Pacific Gas & Electric Company,IOU,No,36.82447830N,119.69560170W,36.8244783,-119.6956017,05164b8a-986a-45da-a267-6035ad12e904,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-119.6956017,36.8244783,-13324453.4314,4414669.4831
53,56,61,"330 S Main Ave, Fallbrook, CA 92028",Fallbrook,San Diego,92028,2014,North County Fire Protection District,475241,Special District,ECAA-Reg,Completed,36557,203100,No,No,Yes,No,No,No,install solar PV panels for a total 135.71 kW at 4 district facilities,Pacific Gas & Electric Company,IOU,No,33.37967500N,117.25100000W,33.379675,-117.251,f1224eab-8a49-4534-84d3-a9b03a0a12a8,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-117.251,33.379675,-13052321.615,3945808.5871
54,57,62,"14114 Marilyn Ln, Saratoga, CA 95070",Saratoga,Santa Clara,95070,2014,Campbell Unified School District -  Marshall Lane Elementary,478754,School,ECAA-Ed,Completed,30266,145594,No,No,Yes,No,No,Yes,Refrigeration system upgrade and PV installation ,Pasadena Water & Power,POU,No,37.26270300N,121.99628700W,37.262703,-121.996287,3a358ed9-4128-4e92-9041-c926867e0237,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.996287,37.262703,-13580564.5475,4475787.7304
55,58,63,"1970 Willow St, San Jose, CA 95125",San Jose,Santa Clara,95125,2014,Campbell Unified School District -  Blackford Elementary,513000,School,ECAA-Ed,Completed,31838,158220,No,No,Yes,No,No,Yes,PV installation ,Pacific Gas & Electric Company,IOU,No,37.29943700N,121.92232100W,37.299437,-121.922321,562e0465-51aa-466a-a9f2-36354be13abb,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.922321,37.299437,-13572330.6901,4480927.0363
56,59,64,"4450 McCoy Ave, San Jose, CA 95130",San Jose,Santa Clara,95130,2014,Campbell Unified School District -  Forest Hill Elementary,534346,School,ECAA-Ed,Completed,31362,162739,No,No,Yes,No,No,Yes,Walk-in refrigeration and PV installation ,Pasadena Water & Power,POU,No,37.27602800N,121.98251000W,37.276028,-121.98251,1c975e6d-b076-4327-a0db-989489dd30fe,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.98251,37.276028,-13579030.8989,4477651.6876
57,60,65,"1585 More Ave, Los Gatos, CA 95032",Los Gatos,Santa Clara,95032,2014,Campbell Unified School District -  Rolling Hills Middle School,692584,School,ECAA-Ed,Completed,43161,199902,No,No,Yes,No,No,Yes,"Refrigeration system upgrade, distribution transformers and PV installation ",Pacific Gas & Electric Company,IOU,No,37.26600600N,121.98667700W,37.266006,-121.986677,cb56799c-6ac5-41cd-ad0b-d57bfc6e2754,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.986677,37.266006,-13579494.7672,4476249.7372
58,61,66,"2088 N Beale Rd, Marysville, CA 95901",Marysville,Yuba,95901,2014,Yuba Community College District,710000,College,ECAA-Reg,Completed,73692,402973,Yes,Yes,No,No,No,Yes,install a new EMS system and VFD control for a well pump,Southern California Edison,IOU,No,39.12600900N,121.53790200W,39.126009,-121.537902,9d4a29f8-db6c-4e69-ad42-d0eb75bdd155,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.537902,39.126009,-13529537.3627,4739737.387
59,62,67,"17575 Peak Ave, Morgan Hill, CA 95037",Morgan Hill,Santa Clara,95037,2014,City of Morgan Hill,750000,Local Government,ECAA-Reg,Completed,116672,872861,Yes,No,No,No,No,No,"replace 2,097 streetlight fixtures with LED technology",Southern California Edison,IOU,Yes,37.12474800N,121.66101100W,37.124748,-121.661011,3c7a7647-78e9-4c63-87c7-17786c0dad64,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.661011,37.124748,-13543241.7939,4456509.3434
60,63,68,"401 W Hamilton Ave, Campbell, CA 95008",Campbell,Santa Clara,95008,2014,Campbell Unified School District - Rosemary Elementary,794812,School,ECAA-Ed,Completed,44922,228428,No,No,Yes,No,No,Yes,"Refrigeration system upgrade, distribution transformers and PV installation ",Modesto Irrigation District,POU,Yes,37.29515800N,121.95536600W,37.295158,-121.955366,696af59e-cd7c-4c8e-9f2a-b41e96d3b064,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:40:00 PM,SLocwood_CAEnergy,-121.955366,37.295158,-13576009.2426,4480328.2496
61,64,69,"941 Capri Rd, Encinitas, CA 92024",Encinitas,San Diego,92024,2014,Campbell Unified School District -  Capri Elementary and Village School,796007,School,ECAA-Ed,Completed,62512,243441,No,No,Yes,No,No,No,PV installation and refrigeration system upgrade,Pacific Gas & Electric Company,IOU,No,33.07563700N,117.28863600W,33.075637,-117.288636,d2e54a71-b64c-4d51-a5ed-4417a477818a,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-117.288636,33.075637,-13056511.2354,3905347.8189
62,65,70,"1055 S Monroe St, San Jose, CA 95128",San Jose,Santa Clara,95128,2014,Campbell Unified School District -  Monroe Middle School,1078750,School,ECAA-Ed,Completed,79319,330645,No,No,Yes,No,No,Yes,PV installation and refrigeration system upgrade,Pacific Gas & Electric Company,IOU,No,37.30895300N,121.94373800W,37.308953,-121.943738,9f29cbbc-b900-4704-a0ad-b2fdaa3a4cb6,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-121.943738,37.308953,-13574714.8196,4482258.7908
63,66,71,"14030 Weddington St, Sherman Oaks, CA 91401",Sherman Oaks,Los Angeles,91401,2014,Campbell Unified School District -  Sherman Oaks Elementary,1084933,School,ECAA-Ed,Completed,62729,326912,No,No,Yes,No,No,Yes,"PV installation, refrigeration system upgrade and distribution transformer upgrade",Pacific Gas & Electric Company,IOU,No,34.16581050N,118.43898100W,34.1658105,-118.438981,8bd36db8-e6d8-4045-91b1-7d37fb6d040d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-118.438981,34.1658105,-13184567.055,4051088.1144
64,67,72,"1 Civic Center Dr, San Marcos, CA 92069",San Marcos,San Diego,92069,2014,City of San Marcos,1100000,Local Government,ECAA-Reg,Completed,100000,354500,Yes,No,No,No,No,No,"retrofit approximately 2,200 streetlight fixtures from high pressure sodium and mercury vapor to LED technology ",Glendale Water & Power,POU,No,33.14039100N,117.16080100W,33.140391,-117.160801,506fb941-900e-4d74-b1ac-f5c9b14ac7ca,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-117.160801,33.140391,-13042280.7083,3913953.3809
65,68,73,"1905 7th St, Sanger, CA 93657",Sanger,Fresno,93657,2014,Sanger Unified School District,1242492,School,ECAA-Ed,Completed,120418,720310,Yes,Yes,No,No,No,Yes,"Lighting, LEDs,HVAC, Pump Motors and Computer Software",Pacific Gas & Electric Company,IOU,No,36.70528520N,119.56348280W,36.7052852,-119.5634828,6a48d21d-d139-4e3b-ac11-002d08235e92,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-119.5634828,36.7052852,-13309746.0228,4398106.5732
66,69,74,"101 E St, Waterford, CA 95386",Waterford,Stanislaus,95386,2014,City of Waterford,1300000,Local Government,ECAA-Reg,Completed,101967,907524,Yes,No,Yes,No,No,Yes,Installation of PV panels and upgrading lighting,Pacific Gas & Electric Company,IOU,No,37.63902600N,120.75891000W,37.639026,-120.75891,68ad57c6-a2c6-44ae-be10-21baefdbe63e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-120.75891,37.639026,-13442820.37,4528557.0489
67,70,75,"295 Cherry Ln, Campbell, CA 95008",Campbell,Santa Clara,95008,2014,Campbell Unified School District -  Campbell Middle School and Corportae Yard,1378638,School,ECAA-Ed,Completed,84287,410763,No,No,Yes,No,No,Yes,"PV installation, refrigeration system upgrade and distribution transformer upgrade",Pacific Gas & Electric Company,IOU,No,37.28342200N,121.95573300W,37.283422,-121.955733,35d85764-0716-4853-b191-82597e880668,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-121.955733,37.283422,-13576050.0969,4478686.1338
68,71,76,"1600 Pacific Hwy, San Diego, CA 92101",San Diego,San Diego,92101,2014,County of San Diego,1560000,Local Government,ECAA-Reg,Completed,180000,1432760,Yes,No,No,No,No,No,"retrofit 2,000 high pressure sodium and mercury vapor streetlight fixtures with LED technology",Southern California Edison,IOU,No,32.72196600N,117.17213100W,32.721966,-117.172131,864d60db-0cff-4e7e-bf24-0a4b5d267043,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-117.172131,32.721966,-13043541.9581,3858457.4827
69,72,77,"2000 Railroad Ave, Pittsburg, CA 94565",Pittsburg,Contra Costa,94565,2014,Pittsburg Unified School District,1766665,School,ECAA-Ed,Completed,140584,788148,Yes,No,No,No,No,Yes,Lighting retrofit and occupnancy based controls,Pacific Gas & Electric Company,IOU,No,38.01980880N,121.88873030W,38.0198088,-121.8887303,8a12e982-6295-455e-a69e-5c3e40bc5359,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-121.8887303,38.0198088,-13568591.3904,4582224.51
70,73,78,"7351 Rosanna St, Gilroy, CA 95020",Gilroy,Santa Clara,95020,2014,City of Gilroy,1812722,Local Government,ECAA-Reg,Completed,143622,1163896,Yes,No,No,No,No,No,upgrade the city's street lighting with LEDs,Pacific Gas & Electric Company,IOU,Yes,37.00437400N,121.57252100W,37.004374,-121.572521,20465a99-63d0-4d55-98a6-b91c523b2e36,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-121.572521,37.004374,-13533391.1322,4439716.484
71,74,79,"1415 Santa Anita Ave, South El Monte, CA 91733",South El Monte,Los Angeles,91733,2014,City of South El Monte,2307104,Local Government,ECAA-Reg,Completed,135712,1056127,No,No,Yes,No,No,Yes,install a solar PV system totaling 694.19 kW DC located in various city-owned facilities ,Pacific Gas & Electric Company,IOU,No,34.04462600N,118.04615800W,34.044626,-118.046158,81025d34-85c0-403c-baf7-b95c202834c3,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:41:00 PM,SLocwood_CAEnergy,-118.046158,34.044626,-13140838.1987,4034795.7828
72,75,80,"1 Grand Avenue, San Luis Obispo, CA 93407",San Luis Obispo,San Luis Obispo,93407,2014,California Polytechnic State University,3000000,College,ECAA-Reg,Completed,350051,3227583,No,No,No,No,No,Yes,"Lighting, Central Plant Boiler System Condenser, Central Plan Water System Upgrade, Central Plant CHW Loop Optimization and Transformer Replacements",Pacific Gas & Electric Company,IOU,No,35.30099500N,120.65854700W,35.300995,-120.658547,88787da9-ba17-4d45-90c0-e289c834d6ec,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-120.658547,35.300995,-13431648.0119,4204860.7677
73,76,81,"200 N Spring St, Los Angeles, CA 90012",Los Angeles,Los Angeles,90012,2014,City of Los Angeles,3000000,Local Government,ECAA-Reg,Completed,282956,2238000,Yes,No,No,No,No,No,retrofit inefficient streetlights with LEDs,Southern California Edison,IOU,Yes,34.05403200N,118.24261100W,34.054032,-118.242611,e25a2469-c8df-4a55-98fb-dcf80bca0b54,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-118.242611,34.054032,-13162707.2466,4036059.5131
74,77,82,"2100 Chester Ave, Bakersfield, CA 93301",Bakersfield,Kern,93301,2014,Kern Community College District,3000000,College,ECAA-Reg,Completed,153475,1578000,No,No,Yes,No,No,No,install PV panels at its Porterville College parking lot,Redding Electric Utility,POU,No,35.37850900N,119.01799400W,35.378509,-119.017994,3a20b95d-ee6b-4c18-8e0a-7cd6d2d4f00d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-119.017994,35.378509,-13249022.4873,4215438.7186
75,78,83,"2180 Milvia St, Berkeley, CA 94704",Berkeley,Alameda,94704,2014,City of Berkeley,3000000,Local Government,ECAA-Reg,Completed,368626,2000000,Yes,No,No,No,No,No,implement streetlight retrofit project ,Merced Irrigation District,POU,No,37.86945500N,122.27087380W,37.869455,-122.2708738,3e59c047-de8e-4625-b10f-5cad7703cbeb,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-122.2708738,37.869455,-13611131.4103,4561000.5614
76,79,84,"2985 Bear St, Costa Mesa, CA 92626",Costa Mesa,Orange,92626,2014,Newport Mesa Unified School District,3000000,School,ECAA-Ed,Completed,461458,2795281,No,No,Yes,No,No,Yes,HS PV system installation,Southern California Edison,IOU,Yes,33.67864670N,117.89438170W,33.6786467,-117.8943817,c6c6dcc2-2310-43d7-bca6-7278e2eef43a,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-117.8943817,33.6786467,-13123942.5382,3985733.319
77,80,85,"411 Central Ave, Salinas, CA 93901",Salinas,Monterey,93901,2014,Hartnell Community College District,3000000,College,ECAA-Reg,Completed,228531,1919095,No,Yes,Yes,No,No,Yes,Boiler Upgrades and PV,Pacific Gas & Electric Company,IOU,No,36.67357420N,121.66862120W,36.6735742,-121.6686212,96bd6dfb-fb4e-49a4-b357-1002e29c0d16,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-121.6686212,36.6735742,-13544088.9575,4393704.3851
78,81,86,"600 N Cherry St, Tulare, CA 93274",Tulare,Tulare,93274,2014,Tulare City School District,3000000,School,ECAA-Ed,Completed,159481,1152822,No,No,Yes,No,No,No,renewable energy measures (PV panels),City of Lompoc Electric Division,POU,No,36.21706320N,119.33572520W,36.2170632,-119.3357252,5ea40143-045f-4792-8219-0232f789ce2d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-119.3357252,36.2170632,-13284392.1627,4330530.1859
79,82,87,"700 Pacific St, Monterey, CA 93940",Monterey,Monterey,93940,2014,Monterey Peninsula Unified School District,3000000,School,ECAA-Ed,Completed,243299,1145065,No,No,Yes,No,No,No,install a total of 820.6 kW of solar PV at 5 sites,Southern California Edison,IOU,Yes,36.59493330N,121.89867500W,36.5949333,-121.898675,2c3bc1c4-e613-41b1-b303-9aa66b87c33c,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-121.898675,36.5949333,-13569698.4294,4382795.1102
80,83,88,"23800 Summit Rd, Los Gatos, CA 95033",Los Gatos,Santa Cruz,95033,2013,Loma Prieta Joint Union School District,85000,School,ECAA-Ed,Completed,6839,32961,Yes,No,No,No,No,No,retrofit interior gymnasium lighting and exterior lighting ,Pacific Gas & Electric Company,IOU,No,37.12535100N,121.94298700W,37.125351,-121.942987,30304956-f31e-43f4-90fc-986f5eaafb9d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:42:00 PM,SLocwood_CAEnergy,-121.942987,37.125351,-13574631.2187,4456593.5325
81,84,89,"909 W Grant Ave, Winters, CA 95694",Winters,Yolo,95694,2013,Winters Joint Unified School District,150000,School,ECAA-Ed,Completed,46838,234573,Yes,No,No,No,No,No,install a district-wide energy management system and retrofit various interior lighting,Pacific Gas & Electric Company,IOU,No,38.51998520N,121.98548600W,38.5199852,-121.985486,b06cfb8c-ba5c-4b04-a26b-cab84bcfa2f9,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-121.985486,38.5199852,-13579362.1857,4653144.9594
82,85,90,"21000 Hacienda Blvd, California City, CA 93505",California City,Kern,93505,2013,City of California City,161890,Local Government,ECAA-Reg,Completed,6640,99954,Yes,Yes,No,No,No,No,"install new energy efficient heating, ventilation and air conditioning systems and new energy efficient lights ",Pacific Gas & Electric Company,IOU,No,35.12645680N,117.95903920W,35.1264568,-117.9590392,849374ac-536f-4bde-972e-cdf7be45384a,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-117.9590392,35.1264568,-13131140.1782,4181079.4247
83,86,91,"707 W Acequia Ave, Visalia, CA 93291",Visalia,Tulare,93291,2013,City of Visalia,475336,Local Government,ECAA-Reg,Completed,96601,694726,Yes,Yes,No,No,No,No,retrofit lighting controls and for HVAC projects,Southern California Edison,IOU,No,36.32891050N,119.29928300W,36.3289105,-119.299283,fdbd05ad-dacc-4a44-b2e0-700eef84357d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-119.299283,36.3289105,-13280335.4356,4345973.8422
84,87,92,"416 N Franklin St, Fort Bragg, CA 95437",Fort Bragg,Mendocino,95437,2013,City of Fort Bragg,607596,Local Government,ECAA-Reg,Completed,80634,332062,Yes,Yes,Yes,No,No,No,"install a gas boiler, variable speed drives, new energy efficient lights, a new condensing furnace and PV systems ",Pacific Gas & Electric Company,IOU,No,39.44578300N,123.80419700W,39.445783,-123.804197,8fb4cecf-ee50-470f-9669-a43b769b36df,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-123.804197,39.445783,-13781820.1681,4785728.8163
85,88,93,"16801 Placer Hills Rd, Meadow Vista, CA 95722",Meadow Vista,Placer,95722,2013,Placer Hills Union School District,687000,School,ECAA-Ed,Completed,52981,295000,No,No,Yes,No,No,No,install a 190 kW roof-mounted solar electric system,San Diego Gas & Electric,IOU,No,38.99611040N,121.02338030W,38.9961104,-121.0233803,c7580579-104f-4fda-b315-a4d609dbbeea,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-121.0233803,38.9961104,-13472261.0691,4721114.4361
86,89,94,"2500 Pittsburg-Antioch Hwy, Antioch, CA 94509",Antioch,Contra Costa,94509,2013,Delta Diablo Sanitation District,700000,Special District,ECAA-Reg,Completed,54539,0,No,No,No,No,No,Yes,"install a fats, oils, and grease (FOG) receiving facility at the wastewater treatment plant ",Pacific Gas & Electric Company,IOU,No,38.01506150N,121.84376370W,38.0150615,-121.8437637,949dc2eb-3ad0-4ae9-8ecc-b4c78f6ad883,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-121.8437637,38.0150615,-13563585.7314,4581553.7162
87,90,95,"721 Cliff Dr, Santa Barbara, CA 93109",Santa Barbara,Santa Barbara,93109,2013,Santa Barbara Community College District,750000,College,ECAA-Reg,Completed,97197,694261,Yes,No,No,No,No,Yes,Lighting retrofit,Pacific Gas & Electric Company,IOU,No,34.40619900N,119.69895900W,34.406199,-119.698959,a657db35-a7c9-4999-875b-527fa84288ad,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-119.698959,34.406199,-13324827.1644,4083475.914
88,91,96,"2088 N Beale Rd, Marysville, CA 95901",Marysville,Yuba,95901,2013,Yuba Community College District,900000,College,ECAA-Reg,Completed,72043,550574,No,No,No,No,No,Yes,energy efficiency upgrades ,Southern California Edison,IOU,No,39.12600900N,121.53790200W,39.126009,-121.537902,09afcc0b-8655-4839-89b0-a6689655bd3e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:43:00 PM,SLocwood_CAEnergy,-121.537902,39.126009,-13529537.3627,4739737.387
89,92,97,"224 N Edwards St, Independence, CA 93526",Independence,Inyo,93526,2013,County of Inyo,992054,Local Government,ECAA-Reg,Completed,76312,640200,No,No,Yes,No,No,No,"install 436 kW of solar PV at the Courthouse Annex, Adult Jail, and Juvenile Hall",Southern California Edison,IOU,Yes,36.80401250N,118.20029190W,36.8040125,-118.2002919,41f52e7a-6b5a-4c64-bdcd-9948cba9b08b,8/22/2022 3:59:00 PM,mlaw_CAEnergy,7/21/2023 5:44:00 PM,SLocwood_CAEnergy,-118.2002919,36.8040125,-13157996.3059,4411823.7517
